ShipmentID,OrderNumber,WarehouseCode,CarrierCode,ShipDate,DeliveryDate,TransitDays,WeatherDelay,LateDelivery
4825,SO0004825,SEA,CAR004,2022-02-17,2022-02-23,6,False,False
4826,SO0004826,DEN,CAR004,2024-09-16,2024-09-18,2,False,False
4827,SO0004827,DAL,CAR002,2021-10-22,2021-10-30,8,False,False
4828,SO0004828,LAX,CAR005,2022-03-11,2022-03-13,2,False,False
4829,SO0004829,DAL,CAR002,2025-05-20,2025-05-27,7,False,False
4830,SO0004830,DEN,CAR002,2025-06-25,2025-06-29,4,False,False
4831,SO0004831,ATL,CAR003,2021-02-20,2021-02-27,7,False,False
4832,SO0004832,DEN,CAR001,2025-06-14,2025-06-16,2,False,False
4833,SO0004833,CHI,CAR001,2024-10-16,2024-10-22,6,False,False
4834,SO0004834,DAL,CAR004,2024-05-04,2024-05-05,1,False,False
4835,SO0004835,SEA,CAR005,2025-07-25,2025-08-02,8,False,True
4836,SO0004836,ATL,CAR002,2024-11-12,2024-11-17,5,False,False
4837,SO0004837,CHI,CAR002,2025-09-21,2025-09-25,4,False,False
4838,SO0004838,DAL,CAR004,2022-06-03,2022-06-08,5,False,False
4839,SO0004839,CHI,CAR004,2024-02-01,2024-02-03,2,False,False
4840,SO0004840,SEA,CAR004,2022-06-28,2022-06-29,1,False,False
4841,SO0004841,CHI,CAR003,2022-02-23,2022-02-27,4,False,False
4842,SO0004842,CHI,CAR004,2021-07-11,2021-07-15,4,False,False
4843,SO0004843,ATL,CAR003,2021-06-18,2021-06-23,5,False,False
4844,SO0004844,PHX,CAR004,2024-05-29,2024-06-02,4,False,False
4845,SO0004845,ATL,CAR004,2025-07-23,2025-07-24,1,False,False
4846,SO0004846,LAX,CAR001,2024-10-08,2024-10-16,8,False,False
4847,SO0004847,LAX,CAR005,2021-12-13,2021-12-18,5,False,True
4848,SO0004848,SEA,CAR003,2024-02-10,2024-02-12,2,False,False
4849,SO0004849,PHX,CAR003,2025-08-30,2025-09-05,6,False,False
4850,SO0004850,LAX,CAR004,2021-03-06,2021-03-10,4,False,True
4851,SO0004851,LAX,CAR005,2021-04-26,2021-05-01,5,False,True
4852,SO0004852,LAX,CAR004,2021-05-02,2021-05-09,7,False,True
4853,SO0004853,SEA,CAR002,2021-03-19,2021-03-24,5,False,False
4854,SO0004854,DEN,CAR003,2023-07-12,2023-07-22,10,False,True
4855,SO0004855,PHX,CAR003,2024-04-04,2024-04-06,2,False,False
4856,SO0004856,DAL,CAR004,2022-01-31,2022-02-08,8,False,False
4857,SO0004857,MIA,CAR005,2023-05-21,2023-05-28,7,False,False
4858,SO0004858,SEA,CAR005,2024-04-04,2024-04-11,7,False,False
4859,SO0004859,DEN,CAR003,2022-07-02,2022-07-05,3,False,False
4860,SO0004860,DAL,CAR003,2021-10-22,2021-10-27,5,False,False
4861,SO0004861,MIA,CAR005,2023-08-04,2023-08-06,2,False,False
4862,SO0004862,PHX,CAR003,2022-07-05,2022-07-10,5,False,False
4863,SO0004863,CHI,CAR005,2023-09-27,2023-10-05,8,False,False
4864,SO0004864,DAL,CAR004,2023-02-22,2023-02-23,1,False,False
4865,SO0004865,CHI,CAR003,2023-10-15,2023-10-21,6,False,False
4866,SO0004866,DAL,CAR003,2021-12-04,2021-12-05,1,False,False
4867,SO0004867,SEA,CAR005,2023-06-27,2023-06-28,1,False,False
4868,SO0004868,MIA,CAR002,2025-12-20,2025-12-24,4,False,False
4869,SO0004869,DEN,CAR001,2025-10-07,2025-10-12,5,False,True
4870,SO0004870,SEA,CAR002,2022-08-14,2022-08-16,2,False,False
4871,SO0004871,SEA,CAR005,2023-02-14,2023-02-21,7,False,False
4872,SO0004872,SEA,CAR005,2024-11-01,2024-11-04,3,False,False
4873,SO0004873,MIA,CAR005,2024-04-01,2024-04-04,3,False,False
4874,SO0004874,DEN,CAR004,2024-07-16,2024-07-23,7,False,False
4875,SO0004875,MIA,CAR004,2021-11-04,2021-11-12,8,False,False
4876,SO0004876,MIA,CAR003,2024-09-18,2024-09-20,2,False,False
4877,SO0004877,PHX,CAR004,2021-11-22,2021-11-24,2,False,False
4878,SO0004878,LAX,CAR003,2025-12-09,2025-12-16,7,False,False
4879,SO0004879,CHI,CAR001,2023-01-28,2023-01-29,1,False,False
4880,SO0004880,MIA,CAR003,2023-01-24,2023-01-27,3,False,False
4881,SO0004881,SEA,CAR003,2023-02-01,2023-02-09,8,False,False
4882,SO0004882,DAL,CAR002,2021-04-05,2021-04-07,2,False,False
4883,SO0004883,MIA,CAR004,2024-10-19,2024-10-28,9,False,True
4884,SO0004884,CHI,CAR001,2021-03-04,2021-03-10,6,False,False
4885,SO0004885,LAX,CAR004,2025-06-26,2025-07-04,8,False,False
4886,SO0004886,SEA,CAR001,2022-11-15,2022-11-22,7,False,False
4887,SO0004887,DAL,CAR004,2022-06-09,2022-06-11,2,False,False
4888,SO0004888,ATL,CAR005,2025-09-16,2025-09-21,5,False,False
4889,SO0004889,CHI,CAR002,2022-07-09,2022-07-16,7,False,False
4890,SO0004890,ATL,CAR004,2024-05-08,2024-05-09,1,False,False
4891,SO0004891,DAL,CAR004,2024-12-23,2024-12-25,2,False,False
4892,SO0004892,PHX,CAR003,2024-06-13,2024-06-14,1,False,False
4893,SO0004893,PHX,CAR004,2025-07-16,2025-07-23,7,False,False
4894,SO0004894,DEN,CAR003,2025-08-28,2025-09-06,9,False,True
4895,SO0004895,LAX,CAR003,2023-02-05,2023-02-16,11,True,False
4896,SO0004896,SEA,CAR003,2024-07-15,2024-07-16,1,False,False
4897,SO0004897,SEA,CAR005,2025-12-06,2025-12-12,6,False,False
4898,SO0004898,DAL,CAR004,2023-03-06,2023-03-14,8,False,False
4899,SO0004899,DAL,CAR005,2022-03-08,2022-03-09,1,False,False
4900,SO0004900,DEN,CAR004,2025-01-20,2025-01-27,7,False,False
4901,SO0004901,CHI,CAR004,2023-02-15,2023-02-21,6,False,False
4902,SO0004902,SEA,CAR003,2021-03-19,2021-03-22,3,False,False
4903,SO0004903,MIA,CAR004,2024-04-02,2024-04-04,2,False,False
4904,SO0004904,ATL,CAR003,2021-02-27,2021-02-28,1,False,False
4905,SO0004905,DEN,CAR001,2022-05-22,2022-05-26,4,False,False
4906,SO0004906,PHX,CAR001,2025-03-10,2025-03-11,1,False,False
4907,SO0004907,DAL,CAR003,2022-09-29,2022-10-01,2,False,False
4908,SO0004908,MIA,CAR004,2025-05-13,2025-05-21,8,False,False
4909,SO0004909,SEA,CAR001,2023-01-23,2023-01-25,2,False,False
4910,SO0004910,SEA,CAR005,2024-10-03,2024-10-09,6,False,False
4911,SO0004911,ATL,CAR003,2025-01-09,2025-01-20,11,True,False
4912,SO0004912,MIA,CAR001,2023-11-16,2023-11-23,7,False,False
4913,SO0004913,MIA,CAR005,2025-12-13,2025-12-18,5,False,False
4914,SO0004914,LAX,CAR003,2021-09-11,2021-09-13,2,False,False
4915,SO0004915,LAX,CAR005,2024-10-31,2024-11-05,5,False,True
4916,SO0004916,SEA,CAR002,2023-01-10,2023-01-15,5,False,False
4917,SO0004917,DAL,CAR002,2021-10-02,2021-10-07,5,False,True
4918,SO0004918,ATL,CAR003,2025-09-19,2025-09-26,7,False,False
4919,SO0004919,PHX,CAR001,2022-04-25,2022-04-28,3,False,False
4920,SO0004920,SEA,CAR001,2022-02-28,2022-03-05,5,False,False
4921,SO0004921,SEA,CAR005,2025-06-09,2025-06-14,5,False,False
4922,SO0004922,DAL,CAR004,2024-04-14,2024-04-19,5,False,False
4923,SO0004923,DAL,CAR004,2022-09-22,2022-09-30,8,False,True
4924,SO0004924,PHX,CAR001,2023-10-06,2023-10-12,6,False,False
4925,SO0004925,CHI,CAR003,2024-03-11,2024-03-12,1,False,False
4926,SO0004926,MIA,CAR004,2025-02-08,2025-02-12,4,False,False
4927,SO0004927,CHI,CAR004,2022-04-07,2022-04-12,5,False,False
4928,SO0004928,MIA,CAR001,2021-06-23,2021-06-25,2,False,False
4929,SO0004929,LAX,CAR001,2025-07-17,2025-07-22,5,False,False
4930,SO0004930,LAX,CAR005,2022-03-28,2022-04-03,6,False,False
4931,SO0004931,CHI,CAR001,2021-12-01,2021-12-05,4,False,False
4932,SO0004932,LAX,CAR005,2021-01-06,2021-01-14,8,False,False
4933,SO0004933,DAL,CAR002,2025-03-05,2025-03-10,5,False,True
4934,SO0004934,DEN,CAR003,2021-12-22,2021-12-27,5,False,False
4935,SO0004935,PHX,CAR001,2022-03-23,2022-03-29,6,False,False
4936,SO0004936,DAL,CAR005,2023-06-02,2023-06-04,2,False,False
4937,SO0004937,PHX,CAR003,2023-10-15,2023-10-19,4,False,True
4938,SO0004938,ATL,CAR005,2024-03-09,2024-03-15,6,False,False
4939,SO0004939,SEA,CAR003,2021-10-09,2021-10-18,9,False,True
4940,SO0004940,PHX,CAR005,2021-12-14,2021-12-17,3,False,False
4941,SO0004941,SEA,CAR005,2022-10-08,2022-10-16,8,False,False
4942,SO0004942,CHI,CAR001,2024-12-16,2024-12-18,2,False,False
4943,SO0004943,PHX,CAR004,2021-07-20,2021-07-26,6,False,False
4944,SO0004944,ATL,CAR002,2024-06-22,2024-06-30,8,False,False
4945,SO0004945,LAX,CAR002,2025-07-11,2025-07-12,1,False,False
4946,SO0004946,LAX,CAR001,2022-07-27,2022-08-03,7,False,False
4947,SO0004947,DAL,CAR001,2021-11-17,2021-11-25,8,False,False
4948,SO0004948,MIA,CAR003,2022-09-28,2022-10-05,7,False,False
4949,SO0004949,SEA,CAR003,2023-04-13,2023-04-18,5,False,False
4950,SO0004950,CHI,CAR004,2021-05-26,2021-06-03,8,False,False
4951,SO0004951,DAL,CAR005,2021-04-09,2021-04-14,5,False,False
4952,SO0004952,SEA,CAR002,2021-10-23,2021-10-31,8,False,False
4953,SO0004953,DEN,CAR005,2021-08-16,2021-08-22,6,True,False
4954,SO0004954,CHI,CAR001,2025-05-12,2025-05-15,3,False,False
4955,SO0004955,SEA,CAR003,2022-07-21,2022-07-28,7,False,False
4956,SO0004956,PHX,CAR002,2021-10-23,2021-10-31,8,False,False
4957,SO0004957,CHI,CAR002,2022-02-11,2022-02-15,4,False,False
4958,SO0004958,DEN,CAR005,2021-02-25,2021-02-27,2,False,False
4959,SO0004959,ATL,CAR005,2025-09-10,2025-09-16,6,False,False
4960,SO0004960,ATL,CAR001,2024-06-22,2024-06-29,7,False,False
4961,SO0004961,MIA,CAR004,2021-01-10,2021-01-14,4,False,False
4962,SO0004962,DAL,CAR003,2022-03-11,2022-03-17,6,False,False
4963,SO0004963,MIA,CAR003,2022-07-18,2022-07-19,1,False,False
4964,SO0004964,DEN,CAR003,2022-05-29,2022-05-31,2,False,False
4965,SO0004965,ATL,CAR005,2023-08-02,2023-08-15,13,True,False
4966,SO0004966,DEN,CAR004,2024-09-09,2024-09-15,6,False,False
4967,SO0004967,CHI,CAR005,2022-10-10,2022-10-17,7,False,False
4968,SO0004968,DEN,CAR002,2025-10-23,2025-10-29,6,False,True
4969,SO0004969,DEN,CAR002,2024-10-08,2024-10-11,3,False,False
4970,SO0004970,LAX,CAR001,2024-02-12,2024-02-20,8,False,False
4971,SO0004971,SEA,CAR004,2021-08-20,2021-08-22,2,False,False
4972,SO0004972,SEA,CAR005,2024-08-14,2024-08-22,8,False,True
4973,SO0004973,MIA,CAR002,2021-08-10,2021-08-13,3,False,True
4974,SO0004974,ATL,CAR001,2021-11-01,2021-11-04,3,False,False
4975,SO0004975,LAX,CAR004,2022-08-16,2022-08-17,1,False,False
4976,SO0004976,MIA,CAR004,2024-10-03,2024-10-11,8,False,False
4977,SO0004977,LAX,CAR005,2025-01-25,2025-02-01,7,False,False
4978,SO0004978,DEN,CAR002,2025-06-18,2025-06-28,10,True,False
4979,SO0004979,LAX,CAR005,2024-10-19,2024-10-27,8,False,True
4980,SO0004980,DAL,CAR004,2025-04-09,2025-04-13,4,False,False
4981,SO0004981,DAL,CAR003,2023-03-02,2023-03-07,5,False,False
4982,SO0004982,SEA,CAR002,2025-10-28,2025-11-01,4,False,False
4983,SO0004983,CHI,CAR002,2021-11-10,2021-11-13,3,False,False
4984,SO0004984,DEN,CAR001,2023-12-26,2024-01-03,8,False,False
4985,SO0004985,MIA,CAR002,2023-02-18,2023-02-21,3,False,False
4986,SO0004986,MIA,CAR005,2023-05-29,2023-05-31,2,False,True
4987,SO0004987,PHX,CAR005,2024-06-19,2024-06-21,2,False,False
4988,SO0004988,CHI,CAR003,2024-02-07,2024-02-12,5,False,False
4989,SO0004989,PHX,CAR003,2023-04-13,2023-04-20,7,False,False
4990,SO0004990,ATL,CAR001,2021-04-01,2021-04-09,8,False,False
4991,SO0004991,MIA,CAR004,2025-04-04,2025-04-07,3,False,False
4992,SO0004992,SEA,CAR005,2022-10-21,2022-11-01,11,True,False
4993,SO0004993,DAL,CAR003,2025-01-21,2025-01-24,3,False,False
4994,SO0004994,CHI,CAR005,2022-08-16,2022-08-19,3,False,False
4995,SO0004995,MIA,CAR002,2021-12-08,2021-12-11,3,False,False
4996,SO0004996,LAX,CAR002,2023-05-04,2023-05-06,2,False,False
4997,SO0004997,MIA,CAR002,2024-01-03,2024-01-11,8,False,False
4998,SO0004998,DAL,CAR004,2023-04-18,2023-04-19,1,False,False
4999,SO0004999,MIA,CAR004,2024-06-05,2024-06-10,5,False,False
5000,SO0005000,LAX,CAR005,2022-10-11,2022-10-13,2,False,False
5001,SO0005001,LAX,CAR004,2021-06-18,2021-06-19,1,False,False
5002,SO0005002,ATL,CAR001,2024-05-06,2024-05-07,1,False,False
5003,SO0005003,DAL,CAR002,2025-09-10,2025-09-13,3,False,False
5004,SO0005004,LAX,CAR004,2025-05-04,2025-05-11,7,False,False
5005,SO0005005,MIA,CAR003,2025-03-02,2025-03-05,3,False,False
5006,SO0005006,ATL,CAR001,2024-01-05,2024-01-10,5,False,False
5007,SO0005007,LAX,CAR003,2025-06-25,2025-07-03,8,False,False
5008,SO0005008,CHI,CAR002,2023-08-28,2023-09-03,6,False,False
5009,SO0005009,PHX,CAR004,2024-03-16,2024-03-24,8,False,False
5010,SO0005010,CHI,CAR003,2024-03-29,2024-04-02,4,False,False
5011,SO0005011,LAX,CAR003,2024-03-02,2024-03-10,8,False,False
5012,SO0005012,PHX,CAR004,2023-01-08,2023-01-14,6,False,False
5013,SO0005013,ATL,CAR004,2021-05-13,2021-05-20,7,False,False
5014,SO0005014,MIA,CAR003,2021-11-12,2021-11-20,8,False,False
5015,SO0005015,DEN,CAR002,2021-06-16,2021-06-21,5,False,False
5016,SO0005016,ATL,CAR004,2021-05-05,2021-05-13,8,False,False
5017,SO0005017,PHX,CAR003,2022-03-19,2022-03-25,6,False,False
5018,SO0005018,PHX,CAR003,2023-05-15,2023-05-18,3,False,False
5019,SO0005019,SEA,CAR003,2025-06-27,2025-07-03,6,False,False
5020,SO0005020,LAX,CAR003,2023-11-04,2023-11-07,3,False,False
5021,SO0005021,DEN,CAR003,2022-02-23,2022-02-25,2,False,False
5022,SO0005022,DEN,CAR003,2021-09-08,2021-09-10,2,False,False
5023,SO0005023,LAX,CAR002,2023-03-18,2023-03-24,6,False,False
5024,SO0005024,PHX,CAR002,2022-06-01,2022-06-05,4,False,False
5025,SO0005025,DAL,CAR004,2024-10-30,2024-10-31,1,False,False
5026,SO0005026,ATL,CAR004,2021-09-04,2021-09-12,8,False,False
5027,SO0005027,SEA,CAR002,2024-02-01,2024-02-02,1,False,False
5028,SO0005028,CHI,CAR002,2023-06-11,2023-06-16,5,False,False
5029,SO0005029,LAX,CAR003,2021-08-19,2021-08-25,6,False,True
5030,SO0005030,MIA,CAR002,2021-01-23,2021-01-30,7,False,False
5031,SO0005031,MIA,CAR004,2024-09-01,2024-09-03,2,False,False
5032,SO0005032,LAX,CAR004,2021-07-25,2021-07-29,4,False,False
5033,SO0005033,PHX,CAR005,2022-07-12,2022-07-19,7,False,True
5034,SO0005034,MIA,CAR002,2024-02-03,2024-02-08,5,False,False
5035,SO0005035,DEN,CAR003,2022-10-15,2022-10-16,1,False,False
5036,SO0005036,LAX,CAR005,2025-02-13,2025-02-21,8,False,False
5037,SO0005037,MIA,CAR001,2021-01-24,2021-01-29,5,False,False
5038,SO0005038,ATL,CAR005,2021-10-04,2021-10-10,6,False,False
5039,SO0005039,SEA,CAR003,2025-12-13,2025-12-20,7,False,False
5040,SO0005040,SEA,CAR002,2025-04-09,2025-04-11,2,False,False
5041,SO0005041,LAX,CAR002,2025-10-24,2025-11-01,8,False,False
5042,SO0005042,MIA,CAR002,2023-01-26,2023-02-01,6,False,False
5043,SO0005043,SEA,CAR005,2021-08-18,2021-08-21,3,False,False
5044,SO0005044,LAX,CAR005,2025-11-01,2025-11-09,8,False,True
5045,SO0005045,ATL,CAR005,2021-01-21,2021-01-29,8,False,False
5046,SO0005046,PHX,CAR005,2021-08-10,2021-08-14,4,False,False
5047,SO0005047,DAL,CAR005,2023-08-31,2023-09-07,7,False,False
5048,SO0005048,PHX,CAR004,2024-01-28,2024-02-05,8,False,False
5049,SO0005049,DEN,CAR001,2022-02-14,2022-02-20,6,False,False
5050,SO0005050,CHI,CAR003,2025-08-30,2025-09-03,4,False,False
5051,SO0005051,DEN,CAR003,2023-06-14,2023-06-22,8,False,False
5052,SO0005052,SEA,CAR004,2024-07-04,2024-07-12,8,False,False
5053,SO0005053,PHX,CAR001,2021-11-24,2021-11-30,6,False,False
5054,SO0005054,SEA,CAR002,2021-09-11,2021-09-12,1,False,False
5055,SO0005055,SEA,CAR003,2024-08-22,2024-08-24,2,False,False
5056,SO0005056,ATL,CAR002,2023-06-26,2023-07-01,5,False,False
5057,SO0005057,SEA,CAR005,2023-05-18,2023-05-21,3,False,False
5058,SO0005058,PHX,CAR004,2023-08-14,2023-08-21,7,False,False
5059,SO0005059,SEA,CAR005,2024-05-27,2024-05-31,4,False,True
5060,SO0005060,DEN,CAR004,2021-03-30,2021-04-01,2,False,False
5061,SO0005061,PHX,CAR001,2024-10-29,2024-10-30,1,False,False
5062,SO0005062,DAL,CAR003,2025-04-17,2025-04-24,7,False,False
5063,SO0005063,ATL,CAR005,2021-06-19,2021-06-25,6,False,False
5064,SO0005064,MIA,CAR004,2022-09-18,2022-09-20,2,False,False
5065,SO0005065,CHI,CAR003,2022-07-24,2022-08-01,8,False,False
5066,SO0005066,ATL,CAR004,2024-11-02,2024-11-05,3,False,False
5067,SO0005067,LAX,CAR005,2021-11-23,2021-11-27,4,False,False
5068,SO0005068,CHI,CAR001,2025-12-10,2025-12-14,4,False,False
5069,SO0005069,MIA,CAR003,2021-03-25,2021-04-02,8,False,False
5070,SO0005070,DAL,CAR002,2025-06-20,2025-06-23,3,False,False
5071,SO0005071,CHI,CAR004,2024-01-04,2024-01-10,6,False,False
5072,SO0005072,ATL,CAR005,2022-02-14,2022-02-15,1,False,False
5073,SO0005073,MIA,CAR002,2023-06-21,2023-06-22,1,False,False
5074,SO0005074,SEA,CAR004,2022-10-24,2022-10-28,4,False,False
5075,SO0005075,CHI,CAR001,2021-08-04,2021-08-11,7,False,False
5076,SO0005076,LAX,CAR002,2024-09-22,2024-09-24,2,False,False
5077,SO0005077,ATL,CAR004,2025-08-17,2025-08-24,7,False,False
5078,SO0005078,DEN,CAR001,2021-12-03,2021-12-07,4,False,True
5079,SO0005079,DAL,CAR005,2025-08-02,2025-08-03,1,False,False
5080,SO0005080,PHX,CAR005,2022-07-10,2022-07-16,6,False,False
5081,SO0005081,LAX,CAR003,2023-09-22,2023-09-30,8,False,False
5082,SO0005082,CHI,CAR001,2021-06-13,2021-06-17,4,False,False
5083,SO0005083,MIA,CAR005,2023-01-18,2023-01-23,5,False,False
5084,SO0005084,LAX,CAR001,2021-12-26,2021-12-29,3,False,True
5085,SO0005085,ATL,CAR002,2025-11-28,2025-12-05,7,False,False
5086,SO0005086,ATL,CAR001,2021-08-17,2021-08-19,2,False,False
5087,SO0005087,CHI,CAR004,2021-10-25,2021-10-31,6,False,False
5088,SO0005088,DEN,CAR001,2021-01-30,2021-02-02,3,False,True
5089,SO0005089,PHX,CAR001,2024-01-06,2024-01-08,2,False,False
5090,SO0005090,MIA,CAR004,2025-03-12,2025-03-13,1,False,False
5091,SO0005091,DEN,CAR002,2023-06-16,2023-06-19,3,False,False
5092,SO0005092,MIA,CAR002,2023-09-21,2023-09-25,4,False,False
5093,SO0005093,MIA,CAR005,2024-12-25,2024-12-30,5,False,False
5094,SO0005094,MIA,CAR004,2021-10-28,2021-11-02,5,False,False
5095,SO0005095,PHX,CAR004,2022-05-22,2022-05-24,2,False,False
5096,SO0005096,LAX,CAR002,2021-12-06,2021-12-13,7,False,False
5097,SO0005097,CHI,CAR003,2025-09-17,2025-09-23,6,False,False
5098,SO0005098,SEA,CAR004,2025-05-18,2025-05-22,4,False,False
5099,SO0005099,MIA,CAR004,2022-03-10,2022-03-16,6,False,False
5100,SO0005100,MIA,CAR002,2022-11-05,2022-11-11,6,False,False
5101,SO0005101,MIA,CAR002,2023-09-06,2023-09-13,7,False,False
5102,SO0005102,ATL,CAR003,2023-07-01,2023-07-04,3,False,False
5103,SO0005103,ATL,CAR004,2021-11-20,2021-11-25,5,False,False
5104,SO0005104,MIA,CAR003,2021-12-03,2021-12-08,5,False,False
5105,SO0005105,MIA,CAR003,2025-03-07,2025-03-13,6,False,False
5106,SO0005106,LAX,CAR004,2023-06-13,2023-06-21,8,False,True
5107,SO0005107,LAX,CAR001,2024-01-04,2024-01-08,4,False,False
5108,SO0005108,SEA,CAR005,2025-12-10,2025-12-17,7,False,False
5109,SO0005109,PHX,CAR001,2023-04-05,2023-04-08,3,False,False
5110,SO0005110,DAL,CAR004,2022-04-06,2022-04-09,3,False,False
5111,SO0005111,SEA,CAR001,2025-12-02,2025-12-10,8,False,True
5112,SO0005112,SEA,CAR002,2022-11-13,2022-11-16,3,False,False
5113,SO0005113,LAX,CAR003,2024-05-07,2024-05-12,5,False,False
5114,SO0005114,LAX,CAR002,2023-07-02,2023-07-10,8,False,False
5115,SO0005115,MIA,CAR004,2023-08-27,2023-08-29,2,False,False
5116,SO0005116,DAL,CAR002,2022-08-23,2022-08-26,3,False,False
5117,SO0005117,ATL,CAR005,2023-10-20,2023-10-27,7,False,False
5118,SO0005118,ATL,CAR003,2024-07-07,2024-07-08,1,False,False
5119,SO0005119,DEN,CAR002,2021-05-21,2021-05-22,1,False,False
5120,SO0005120,MIA,CAR003,2024-04-25,2024-05-01,6,False,False
5121,SO0005121,LAX,CAR002,2024-05-17,2024-05-27,10,False,True
5122,SO0005122,ATL,CAR005,2022-04-06,2022-04-12,6,False,False
5123,SO0005123,PHX,CAR005,2023-02-16,2023-02-21,5,False,True
5124,SO0005124,CHI,CAR003,2025-07-26,2025-07-31,5,False,False
5125,SO0005125,DAL,CAR002,2022-02-06,2022-02-10,4,False,False
5126,SO0005126,PHX,CAR005,2023-05-29,2023-05-30,1,False,False
5127,SO0005127,MIA,CAR001,2024-04-05,2024-04-08,3,False,False
5128,SO0005128,DAL,CAR004,2024-01-10,2024-01-18,8,False,False
5129,SO0005129,DEN,CAR002,2024-06-01,2024-06-09,8,False,False
5130,SO0005130,ATL,CAR005,2023-12-01,2023-12-07,6,False,False
5131,SO0005131,MIA,CAR003,2022-07-27,2022-08-04,8,False,False
5132,SO0005132,DEN,CAR002,2023-02-19,2023-02-27,8,False,True
5133,SO0005133,CHI,CAR004,2021-08-24,2021-08-27,3,False,False
5134,SO0005134,PHX,CAR004,2022-08-08,2022-08-13,5,False,False
5135,SO0005135,ATL,CAR003,2024-12-03,2024-12-09,6,False,False
5136,SO0005136,CHI,CAR002,2022-10-09,2022-10-12,3,False,False
5137,SO0005137,DEN,CAR003,2024-04-16,2024-04-18,2,False,False
5138,SO0005138,SEA,CAR001,2022-11-15,2022-11-20,5,False,True
5139,SO0005139,MIA,CAR004,2023-12-22,2023-12-24,2,False,False
5140,SO0005140,SEA,CAR001,2021-06-02,2021-06-09,7,False,False
5141,SO0005141,ATL,CAR003,2022-04-23,2022-04-27,4,False,False
5142,SO0005142,DAL,CAR003,2023-07-06,2023-07-12,6,False,False
5143,SO0005143,LAX,CAR002,2023-06-02,2023-06-06,4,False,False
5144,SO0005144,MIA,CAR003,2024-11-07,2024-11-13,6,False,False
5145,SO0005145,LAX,CAR005,2021-03-07,2021-03-08,1,False,False
5146,SO0005146,MIA,CAR004,2022-04-06,2022-04-08,2,False,False
5147,SO0005147,PHX,CAR005,2023-02-10,2023-02-15,5,False,False
5148,SO0005148,DAL,CAR005,2023-03-11,2023-03-17,6,False,False
5149,SO0005149,MIA,CAR004,2022-04-24,2022-05-02,8,False,False
5150,SO0005150,MIA,CAR003,2022-05-09,2022-05-17,8,False,True
5151,SO0005151,MIA,CAR002,2023-04-07,2023-04-14,7,False,False
5152,SO0005152,CHI,CAR002,2021-03-22,2021-03-23,1,False,False
5153,SO0005153,SEA,CAR004,2022-10-09,2022-10-17,8,False,False
5154,SO0005154,LAX,CAR003,2024-11-25,2024-12-02,7,False,False
5155,SO0005155,CHI,CAR004,2022-04-18,2022-04-21,3,False,False
5156,SO0005156,DAL,CAR001,2024-08-03,2024-08-06,3,False,False
5157,SO0005157,DAL,CAR003,2023-05-31,2023-06-07,7,False,False
5158,SO0005158,DEN,CAR004,2022-06-12,2022-06-14,2,False,False
5159,SO0005159,CHI,CAR005,2024-09-21,2024-09-28,7,False,False
5160,SO0005160,LAX,CAR005,2025-01-01,2025-01-04,3,False,False
5161,SO0005161,DEN,CAR003,2024-05-01,2024-05-07,6,False,True
5162,SO0005162,SEA,CAR004,2025-10-27,2025-11-03,7,False,False
5163,SO0005163,CHI,CAR001,2021-09-28,2021-10-04,6,False,False
5164,SO0005164,SEA,CAR002,2025-03-25,2025-03-30,5,False,False
5165,SO0005165,LAX,CAR001,2021-05-30,2021-06-06,7,False,False
5166,SO0005166,SEA,CAR004,2024-07-26,2024-07-30,4,False,False
5167,SO0005167,MIA,CAR001,2021-11-30,2021-12-05,5,True,False
5168,SO0005168,PHX,CAR005,2024-07-30,2024-08-04,5,False,False
5169,SO0005169,LAX,CAR002,2022-12-12,2022-12-17,5,False,False
5170,SO0005170,LAX,CAR001,2024-09-17,2024-09-22,5,False,False
5171,SO0005171,DAL,CAR004,2025-09-17,2025-09-25,8,False,False
5172,SO0005172,DAL,CAR005,2023-08-20,2023-08-25,5,False,False
5173,SO0005173,CHI,CAR004,2023-03-20,2023-03-24,4,False,False
5174,SO0005174,CHI,CAR003,2025-04-19,2025-04-24,5,False,False
5175,SO0005175,SEA,CAR002,2021-10-15,2021-10-18,3,False,False
5176,SO0005176,CHI,CAR002,2025-01-25,2025-02-02,8,False,False
5177,SO0005177,ATL,CAR004,2022-02-06,2022-02-12,6,False,False
5178,SO0005178,PHX,CAR002,2023-01-20,2023-01-23,3,False,False
5179,SO0005179,CHI,CAR001,2023-01-17,2023-01-18,1,False,False
5180,SO0005180,DEN,CAR005,2023-07-24,2023-07-25,1,False,False
5181,SO0005181,PHX,CAR002,2021-01-21,2021-01-24,3,False,False
5182,SO0005182,CHI,CAR001,2023-08-07,2023-08-08,1,False,False
5183,SO0005183,SEA,CAR004,2024-02-13,2024-02-16,3,False,False
5184,SO0005184,ATL,CAR002,2023-08-27,2023-08-29,2,False,False
5185,SO0005185,LAX,CAR004,2024-06-17,2024-06-23,6,False,True
5186,SO0005186,MIA,CAR003,2023-10-22,2023-10-24,2,False,False
5187,SO0005187,MIA,CAR004,2024-02-03,2024-02-05,2,False,False
5188,SO0005188,CHI,CAR003,2021-11-13,2021-11-18,5,False,False
5189,SO0005189,DAL,CAR002,2024-08-23,2024-08-24,1,False,False
5190,SO0005190,SEA,CAR001,2022-12-28,2023-01-04,7,False,False
