CustomerCode,CustomerName,City,State,Industry,Segment,CreditLimit,RiskScore
CUST00345,Aguilar-Owens,Brandonhaven,NY,Retail,Medium,10000,68
CUST00346,Schmidt PLC,Johnsonshire,GU,Retail,Enterprise,100000,39
CUST00347,Duarte-Grant,Joborough,GA,Construction,Small,100000,9
CUST00348,Nguyen-Bell,Port Denise,KS,Retail,Small,10000,49
CUST00349,"Kelly, Clark and Campbell",Port Hollyborough,CT,Government,Enterprise,25000,33
CUST00350,Mccall-Holmes,East Kristinaport,KY,Healthcare,Medium,10000,69
CUST00351,Peterson-Cook,North Alan,AS,Manufacturing,Enterprise,100000,37
CUST00352,Freeman Group,South Jennifer,CT,Healthcare,Small,50000,65
CUST00353,Anderson-Wood,Floresmouth,AS,Manufacturing,Small,50000,89
CUST00354,"Merritt, Hamilton and Thompson",North Bryce,AK,Retail,Enterprise,50000,25
CUST00355,Graham-Vega,East Wyatt,MD,Manufacturing,Medium,25000,43
CUST00356,"Thompson, Diaz and Garcia",East Rachel,RI,Education,Medium,10000,29
CUST00357,Walker Group,Lucasfurt,ME,Healthcare,Medium,100000,83
CUST00358,"Vazquez, Lambert and Williams",Fischerport,WV,Retail,Small,25000,86
CUST00359,"Allison, Williams and Copeland",Cynthiahaven,GA,Manufacturing,Medium,25000,95
CUST00360,Schmidt Inc,Ashleyhaven,GU,Retail,Medium,10000,90
CUST00361,"Sanchez, Perez and Dean",East Leah,AL,Retail,Medium,100000,77
CUST00362,"Rodriguez, Marshall and Garcia",Brettland,MT,Manufacturing,Enterprise,50000,39
CUST00363,Mcbride-Vasquez,New Michaelview,PR,Government,Enterprise,100000,3
CUST00364,"Callahan, Farrell and Smith",Thomasview,GU,Manufacturing,Medium,100000,53
CUST00365,"Cain, Lee and Allen",Thorntonberg,TN,Manufacturing,Medium,10000,12
CUST00366,Boyd PLC,Lake Kevinview,NH,Government,Enterprise,100000,67
CUST00367,Cisneros Ltd,Chungmouth,MD,Retail,Enterprise,100000,45
CUST00368,"Barnes, Anderson and Lee",Dannychester,FM,Construction,Small,25000,58
CUST00369,Lewis-Taylor,New Matthew,MN,Manufacturing,Small,25000,45
CUST00370,Brown Ltd,New Melissaville,WV,Retail,Enterprise,25000,66
CUST00371,Bailey-Thompson,New Christina,MT,Construction,Medium,10000,69
CUST00372,"Smith, Green and Hernandez",Lake Kyle,MN,Retail,Medium,10000,22
CUST00373,Mcdowell-Blevins,North Sarahmouth,AR,Education,Medium,100000,48
CUST00374,Tyler-Weber,South Alexis,TX,Retail,Small,50000,2
CUST00375,White-Hobbs,West Joshuashire,FM,Retail,Small,50000,73
CUST00376,"Dorsey, Schneider and Tyler",North Joybury,VA,Manufacturing,Medium,100000,98
CUST00377,Williams Ltd,Andrewfurt,VI,Retail,Medium,100000,97
CUST00378,"Williamson, Burns and Reed",Port Brittanyburgh,GU,Education,Small,50000,2
CUST00379,Solis Inc,Tylerton,AS,Education,Small,10000,84
CUST00380,Goodman and Sons,Allenberg,WA,Healthcare,Enterprise,25000,27
CUST00381,Brooks-Alexander,Jonathanton,CO,Healthcare,Enterprise,100000,99
CUST00382,"Hughes, Miller and Johnston",Taylorport,AL,Education,Enterprise,10000,32
CUST00383,"Russell, Kirby and Randolph",Port William,AL,Education,Small,10000,48
CUST00384,Henry-Foster,Nguyenmouth,MO,Manufacturing,Small,25000,69
CUST00385,Fernandez Inc,South Kellyside,OK,Manufacturing,Enterprise,25000,46
CUST00386,"Chapman, Monroe and Stafford",Port Alexisland,ND,Education,Small,10000,50
CUST00387,Chambers-Lane,Elliottside,UT,Manufacturing,Small,10000,13
CUST00388,"Wilson, Davis and Gomez",Heatherton,AR,Healthcare,Small,25000,82
CUST00389,"Rodriguez, Crawford and Mckay",New Jerry,PW,Retail,Enterprise,50000,36
CUST00390,"Vaughan, Dixon and Evans",Newmanburgh,MI,Manufacturing,Small,10000,63
CUST00391,"Trevino, Vance and Fisher",Port Josephfurt,NV,Government,Medium,100000,3
CUST00392,Baker Ltd,Ricardoton,SC,Retail,Small,50000,15
CUST00393,Fletcher LLC,Johnsonmouth,MI,Education,Small,10000,75
CUST00394,"Robinson, Ferrell and Jones",East Michelle,NM,Government,Enterprise,100000,100
CUST00395,Ortiz LLC,New Amber,WA,Manufacturing,Enterprise,25000,20
CUST00396,"Gibson, Jones and Johnson",Walkerhaven,NH,Construction,Enterprise,25000,81
CUST00397,Ingram Ltd,Robbinshaven,MN,Healthcare,Medium,100000,19
CUST00398,"Roberts, Kelley and Montgomery",New Justinmouth,SC,Retail,Enterprise,50000,63
CUST00399,"Woods, Kim and Barry",North Debbie,AR,Construction,Enterprise,100000,30
CUST00400,"West, Strong and Petty",Nancyberg,MD,Healthcare,Medium,10000,77
CUST00401,"Douglas, Moreno and Gray",Copelandstad,MD,Government,Medium,10000,7
CUST00402,Olsen Ltd,New Michael,CO,Retail,Medium,25000,32
CUST00403,Walsh-Dudley,Raventown,DE,Healthcare,Small,10000,18
CUST00404,Compton-Martinez,Lake Charles,OH,Education,Enterprise,50000,72
CUST00405,"Harris, Bright and York",Jonesburgh,IN,Construction,Small,50000,27
CUST00406,"Graham, Bass and Jackson",Francotown,VI,Healthcare,Small,10000,24
CUST00407,Young-Patel,Edwardstown,WA,Education,Medium,25000,99
CUST00408,Bryan Inc,North Erika,TX,Healthcare,Enterprise,100000,34
CUST00409,Young PLC,New Connor,VA,Healthcare,Medium,25000,88
CUST00410,Little-Wilson,Port Benjamin,WV,Manufacturing,Small,100000,91
CUST00411,Fisher-Meyers,South Richard,TX,Education,Small,100000,63
CUST00412,Franklin-Rodriguez,Fletcherfort,MS,Retail,Small,50000,51
CUST00413,Miller-Freeman,Jonesland,TN,Construction,Small,100000,20
CUST00414,Lewis-Terry,Emilymouth,NE,Education,Small,25000,44
CUST00415,Russo Group,Breannaport,NH,Healthcare,Enterprise,50000,99
CUST00416,"Lozano, Barnett and Simmons",Bryceview,HI,Education,Enterprise,100000,50
CUST00417,Estrada Group,Cunninghambury,MH,Government,Small,25000,75
CUST00418,Brooks LLC,Davidmouth,NY,Construction,Enterprise,10000,7
CUST00419,Hoffman-Payne,South Joseph,DC,Education,Small,25000,14
CUST00420,Key and Sons,Hamptonberg,IL,Retail,Enterprise,50000,13
CUST00421,"Morgan, Vaughn and Carter",New Joshua,WY,Manufacturing,Small,10000,12
CUST00422,"Arnold, Everett and Campos",Porterview,ID,Healthcare,Medium,10000,76
CUST00423,Jones LLC,North Edwinberg,MI,Healthcare,Medium,100000,73
CUST00424,Robinson PLC,North Rhonda,UT,Education,Small,100000,29
CUST00425,Hensley and Sons,North Meredith,OH,Manufacturing,Small,100000,50
CUST00426,Chen-Stanton,Andrewborough,RI,Construction,Small,100000,15
CUST00427,Davies Inc,Welchshire,KS,Government,Medium,100000,64
CUST00428,Walters Group,East Philip,ID,Retail,Medium,100000,86
CUST00429,"Stevens, Murray and Smith",Lake Samuel,DE,Construction,Medium,50000,97
CUST00430,"Lang, Hardy and Green",New Lindaport,LA,Government,Small,25000,7
CUST00431,Norman Group,Kaitlynville,OK,Manufacturing,Medium,100000,63
CUST00432,Robinson Inc,New Anthony,FL,Manufacturing,Small,50000,20
CUST00433,Torres-Duran,Port Kyle,VI,Education,Small,100000,50
CUST00434,"Smith, Martinez and Le",Smithside,UT,Retail,Small,25000,62
CUST00435,"Hernandez, Marquez and Peterson",Stevenfort,IL,Government,Small,10000,77
CUST00436,Mccall-Mayo,West Robert,MS,Retail,Medium,10000,78
CUST00437,"Blake, Thompson and Garcia",Lake Samantha,ME,Manufacturing,Enterprise,25000,59
CUST00438,Atkinson Ltd,Johnborough,WA,Construction,Small,10000,50
CUST00439,Moore and Sons,South Ericton,WI,Manufacturing,Enterprise,25000,75
CUST00440,Cannon and Sons,Greenestad,GU,Manufacturing,Enterprise,100000,59
CUST00441,Miller-Schneider,Williamland,NE,Government,Enterprise,100000,58
CUST00442,"Scott, Weaver and Lewis",Port Douglastown,MT,Government,Small,50000,41
CUST00443,Patterson and Sons,Jonesmouth,PW,Manufacturing,Small,100000,98
CUST00444,Robles-Martin,West Brian,NH,Healthcare,Enterprise,25000,61
CUST00445,"King, Hall and Harrison",Blankenshipborough,ID,Government,Enterprise,10000,39
CUST00446,Gardner-Thomas,Kimberlyland,MS,Construction,Medium,50000,4
CUST00447,Rodriguez LLC,South Tiffany,OK,Construction,Small,25000,85
CUST00448,Robertson-Phillips,New Karen,OR,Education,Enterprise,50000,97
CUST00449,"Monroe, Rodriguez and Chase",Katherinehaven,KS,Government,Small,25000,14
CUST00450,Mendez-Richardson,Williamchester,TN,Construction,Enterprise,50000,55
CUST00451,Montoya-Garcia,Lake Davidburgh,MS,Government,Enterprise,10000,90
CUST00452,Downs LLC,Juliamouth,VA,Construction,Medium,50000,79
CUST00453,"Valentine, Kelly and Johnson",Andersonfurt,SC,Construction,Medium,25000,69
CUST00454,Smith PLC,Michaelstad,NE,Healthcare,Small,100000,5
CUST00455,Jones Group,West Christophertown,GA,Construction,Medium,25000,37
CUST00456,"Bass, Murray and Miller",North Michaelview,VT,Government,Small,50000,32
CUST00457,"Murray, Mckee and Walsh",Tammyberg,KS,Healthcare,Medium,10000,35
CUST00458,"Mckinney, Perez and Mcbride",West Maureen,VI,Construction,Medium,100000,86
CUST00459,Harris-Ray,Rivaston,WV,Construction,Enterprise,25000,62
CUST00460,York Inc,West Jonathan,AL,Retail,Small,25000,66
CUST00461,Hill-Smith,Ingramville,MT,Manufacturing,Small,25000,12
CUST00462,"Rodriguez, Lewis and Arias",Jordanfurt,IA,Government,Enterprise,50000,14
CUST00463,"Daugherty, May and Fields",New Alecview,WA,Education,Small,25000,93
CUST00464,Pratt-Thomas,Jacquelineland,OH,Education,Medium,10000,14
CUST00465,Ballard-Perez,North Marymouth,AZ,Construction,Enterprise,25000,52
CUST00466,Mcmillan Inc,North Lauren,GA,Retail,Small,10000,9
CUST00467,Brown-Pace,Patriciaport,NM,Construction,Medium,25000,3
CUST00468,Williams-Jordan,West Christinamouth,FM,Education,Enterprise,10000,31
CUST00469,"Nunez, Clarke and Vega",North Megan,WV,Construction,Medium,100000,64
CUST00470,"Nicholson, Taylor and Dunn",Meaganport,WI,Education,Enterprise,100000,26
CUST00471,Foley-Velasquez,Salazarfort,MI,Government,Small,10000,75
CUST00472,Gill and Sons,Debbieside,NY,Education,Medium,50000,5
CUST00473,Anderson and Sons,Thomasfort,PR,Construction,Enterprise,10000,40
CUST00474,Mendez LLC,North David,WV,Manufacturing,Medium,25000,13
CUST00475,Carter Inc,Ethanview,MD,Construction,Small,25000,26
CUST00476,Manning-Mcdonald,Eddiestad,FL,Government,Medium,50000,8
CUST00477,Morse Ltd,Emilymouth,ME,Healthcare,Medium,25000,92
CUST00478,"Hernandez, Alexander and Jones",Jeffreyberg,KY,Retail,Small,50000,95
CUST00479,Thomas-Jackson,Rojasside,SC,Healthcare,Small,50000,82
CUST00480,Hanson-Clarke,Lake Meredith,AK,Manufacturing,Enterprise,50000,64
CUST00481,White-Powell,Ravenmouth,MI,Retail,Medium,50000,82
CUST00482,"Cowan, Cox and Gutierrez",New Steven,WA,Education,Medium,100000,82
CUST00483,White-Mendoza,Jonathanburgh,AR,Manufacturing,Small,25000,28
CUST00484,Cox-Edwards,Port Matthew,MP,Retail,Enterprise,10000,72
CUST00485,Brown-Rollins,Johnsonbury,OH,Construction,Small,100000,33
CUST00486,"Dawson, Walter and Farrell",East Laurenbury,CA,Construction,Medium,10000,90
CUST00487,Gentry-Stevenson,Silvaside,MD,Construction,Small,50000,19
CUST00488,Frey Group,Prattmouth,NH,Government,Small,100000,96
CUST00489,"Tucker, Rivera and Ramos",East Danielleview,MP,Manufacturing,Medium,100000,84
CUST00490,Graham-Gregory,Victoriatown,IL,Retail,Enterprise,100000,97
CUST00491,Maldonado LLC,Port Jared,MO,Retail,Small,25000,6
CUST00492,"Brown, Martin and Smith",East Michael,PR,Government,Small,100000,67
CUST00493,Carroll-Davies,Lake Breanna,AZ,Healthcare,Enterprise,25000,95
CUST00494,Bautista and Sons,Harrisborough,NM,Manufacturing,Small,25000,84
CUST00495,"Banks, Perry and Peters",Lake Christian,CA,Healthcare,Small,25000,79
CUST00496,"Stevens, Powell and Fitzgerald",Pollardbury,IN,Retail,Medium,50000,7
CUST00497,Chaney-Castaneda,Smithland,NJ,Government,Medium,10000,55
CUST00498,Nelson and Sons,Rileyland,TX,Construction,Medium,10000,8
CUST00499,Griffin Ltd,East Felicia,PR,Healthcare,Enterprise,50000,38
CUST00500,"Reeves, Moran and Martin",Robertview,IL,Retail,Enterprise,100000,70
