TransactionID,WarehouseCode,ProductCode,TransactionType,Quantity
607,PHX,PWR-0011,Beginning Balance,223
608,SEA,PWR-0011,Beginning Balance,352
609,ATL,FAS-0012,Beginning Balance,124
610,CHI,FAS-0012,Beginning Balance,339
611,DAL,FAS-0012,Beginning Balance,264
612,DEN,FAS-0012,Beginning Balance,269
613,LAX,FAS-0012,Beginning Balance,370
614,MIA,FAS-0012,Beginning Balance,353
615,PHX,FAS-0012,Beginning Balance,350
616,SEA,FAS-0012,Beginning Balance,288
617,ATL,HVA-0023,Beginning Balance,129
618,CHI,HVA-0023,Beginning Balance,423
619,DAL,HVA-0023,Beginning Balance,122
620,DEN,HVA-0023,Beginning Balance,473
621,LAX,HVA-0023,Beginning Balance,249
622,MIA,HVA-0023,Beginning Balance,400
623,PHX,HVA-0023,Beginning Balance,412
624,SEA,HVA-0023,Beginning Balance,164
625,ATL,FAS-0013,Beginning Balance,248
626,CHI,FAS-0013,Beginning Balance,438
627,DAL,FAS-0013,Beginning Balance,141
628,DEN,FAS-0013,Beginning Balance,488
629,LAX,FAS-0013,Beginning Balance,348
630,MIA,FAS-0013,Beginning Balance,250
631,PHX,FAS-0013,Beginning Balance,139
632,SEA,FAS-0013,Beginning Balance,118
633,ATL,ELE-0020,Beginning Balance,445
634,CHI,ELE-0020,Beginning Balance,128
635,DAL,ELE-0020,Beginning Balance,350
636,DEN,ELE-0020,Beginning Balance,187
637,LAX,ELE-0020,Beginning Balance,447
638,MIA,ELE-0020,Beginning Balance,192
639,PHX,ELE-0020,Beginning Balance,424
640,SEA,ELE-0020,Beginning Balance,420
641,ATL,PWR-0012,Beginning Balance,163
642,CHI,PWR-0012,Beginning Balance,226
643,DAL,PWR-0012,Beginning Balance,405
644,DEN,PWR-0012,Beginning Balance,269
645,LAX,PWR-0012,Beginning Balance,129
646,MIA,PWR-0012,Beginning Balance,451
647,PHX,PWR-0012,Beginning Balance,291
648,SEA,PWR-0012,Beginning Balance,364
649,ATL,ELE-0021,Beginning Balance,429
650,CHI,ELE-0021,Beginning Balance,237
651,DAL,ELE-0021,Beginning Balance,364
652,DEN,ELE-0021,Beginning Balance,308
653,LAX,ELE-0021,Beginning Balance,434
654,MIA,ELE-0021,Beginning Balance,443
655,PHX,ELE-0021,Beginning Balance,221
656,SEA,ELE-0021,Beginning Balance,193
657,ATL,SAF-0014,Beginning Balance,143
658,CHI,SAF-0014,Beginning Balance,385
659,DAL,SAF-0014,Beginning Balance,271
660,DEN,SAF-0014,Beginning Balance,316
661,LAX,SAF-0014,Beginning Balance,370
662,MIA,SAF-0014,Beginning Balance,101
663,PHX,SAF-0014,Beginning Balance,106
664,SEA,SAF-0014,Beginning Balance,413
665,ATL,HVA-0024,Beginning Balance,133
666,CHI,HVA-0024,Beginning Balance,175
667,DAL,HVA-0024,Beginning Balance,397
668,DEN,HVA-0024,Beginning Balance,255
669,LAX,HVA-0024,Beginning Balance,472
670,MIA,HVA-0024,Beginning Balance,174
671,PHX,HVA-0024,Beginning Balance,302
672,SEA,HVA-0024,Beginning Balance,463
673,ATL,HVA-0025,Beginning Balance,297
674,CHI,HVA-0025,Beginning Balance,458
675,DAL,HVA-0025,Beginning Balance,359
676,DEN,HVA-0025,Beginning Balance,223
677,LAX,HVA-0025,Beginning Balance,198
678,MIA,HVA-0025,Beginning Balance,193
679,PHX,HVA-0025,Beginning Balance,376
680,SEA,HVA-0025,Beginning Balance,270
681,ATL,FAS-0014,Beginning Balance,306
682,CHI,FAS-0014,Beginning Balance,106
683,DAL,FAS-0014,Beginning Balance,220
684,DEN,FAS-0014,Beginning Balance,457
685,LAX,FAS-0014,Beginning Balance,266
686,MIA,FAS-0014,Beginning Balance,132
687,PHX,FAS-0014,Beginning Balance,227
688,SEA,FAS-0014,Beginning Balance,255
689,ATL,FAS-0015,Beginning Balance,298
690,CHI,FAS-0015,Beginning Balance,102
691,DAL,FAS-0015,Beginning Balance,353
692,DEN,FAS-0015,Beginning Balance,407
693,LAX,FAS-0015,Beginning Balance,358
694,MIA,FAS-0015,Beginning Balance,161
695,PHX,FAS-0015,Beginning Balance,384
696,SEA,FAS-0015,Beginning Balance,384
697,ATL,ELE-0022,Beginning Balance,395
698,CHI,ELE-0022,Beginning Balance,129
699,DAL,ELE-0022,Beginning Balance,186
700,DEN,ELE-0022,Beginning Balance,272
701,LAX,ELE-0022,Beginning Balance,187
702,MIA,ELE-0022,Beginning Balance,264
703,PHX,ELE-0022,Beginning Balance,199
704,SEA,ELE-0022,Beginning Balance,453
705,ATL,PWR-0013,Beginning Balance,340
706,CHI,PWR-0013,Beginning Balance,475
707,DAL,PWR-0013,Beginning Balance,385
708,DEN,PWR-0013,Beginning Balance,266
709,LAX,PWR-0013,Beginning Balance,161
710,MIA,PWR-0013,Beginning Balance,133
711,PHX,PWR-0013,Beginning Balance,144
712,SEA,PWR-0013,Beginning Balance,370
713,ATL,SAF-0015,Beginning Balance,208
714,CHI,SAF-0015,Beginning Balance,374
715,DAL,SAF-0015,Beginning Balance,183
716,DEN,SAF-0015,Beginning Balance,184
717,LAX,SAF-0015,Beginning Balance,422
718,MIA,SAF-0015,Beginning Balance,128
719,PHX,SAF-0015,Beginning Balance,234
720,SEA,SAF-0015,Beginning Balance,124
721,ATL,FAS-0016,Beginning Balance,441
722,CHI,FAS-0016,Beginning Balance,457
723,DAL,FAS-0016,Beginning Balance,306
724,DEN,FAS-0016,Beginning Balance,494
725,LAX,FAS-0016,Beginning Balance,101
726,MIA,FAS-0016,Beginning Balance,451
727,PHX,FAS-0016,Beginning Balance,329
728,SEA,FAS-0016,Beginning Balance,266
729,ATL,SAF-0016,Beginning Balance,277
730,CHI,SAF-0016,Beginning Balance,217
731,DAL,SAF-0016,Beginning Balance,491
732,DEN,SAF-0016,Beginning Balance,406
733,LAX,SAF-0016,Beginning Balance,293
734,MIA,SAF-0016,Beginning Balance,476
735,PHX,SAF-0016,Beginning Balance,314
736,SEA,SAF-0016,Beginning Balance,463
737,ATL,FAS-0017,Beginning Balance,374
738,CHI,FAS-0017,Beginning Balance,341
739,DAL,FAS-0017,Beginning Balance,119
740,DEN,FAS-0017,Beginning Balance,416
741,LAX,FAS-0017,Beginning Balance,357
742,MIA,FAS-0017,Beginning Balance,130
743,PHX,FAS-0017,Beginning Balance,343
744,SEA,FAS-0017,Beginning Balance,305
745,ATL,HVA-0026,Beginning Balance,304
746,CHI,HVA-0026,Beginning Balance,251
747,DAL,HVA-0026,Beginning Balance,117
748,DEN,HVA-0026,Beginning Balance,306
749,LAX,HVA-0026,Beginning Balance,476
750,MIA,HVA-0026,Beginning Balance,356
751,PHX,HVA-0026,Beginning Balance,170
752,SEA,HVA-0026,Beginning Balance,441
753,ATL,HVA-0027,Beginning Balance,318
754,CHI,HVA-0027,Beginning Balance,129
755,DAL,HVA-0027,Beginning Balance,448
756,DEN,HVA-0027,Beginning Balance,251
757,LAX,HVA-0027,Beginning Balance,113
758,MIA,HVA-0027,Beginning Balance,247
759,PHX,HVA-0027,Beginning Balance,309
760,SEA,HVA-0027,Beginning Balance,411
761,ATL,PWR-0014,Beginning Balance,481
762,CHI,PWR-0014,Beginning Balance,393
763,DAL,PWR-0014,Beginning Balance,100
764,DEN,PWR-0014,Beginning Balance,483
765,LAX,PWR-0014,Beginning Balance,495
766,MIA,PWR-0014,Beginning Balance,458
767,PHX,PWR-0014,Beginning Balance,416
768,SEA,PWR-0014,Beginning Balance,414
769,ATL,HVA-0028,Beginning Balance,184
770,CHI,HVA-0028,Beginning Balance,162
771,DAL,HVA-0028,Beginning Balance,386
772,DEN,HVA-0028,Beginning Balance,443
773,LAX,HVA-0028,Beginning Balance,204
774,MIA,HVA-0028,Beginning Balance,376
775,PHX,HVA-0028,Beginning Balance,340
776,SEA,HVA-0028,Beginning Balance,213
777,ATL,ELE-0023,Beginning Balance,116
778,CHI,ELE-0023,Beginning Balance,155
779,DAL,ELE-0023,Beginning Balance,303
780,DEN,ELE-0023,Beginning Balance,347
781,LAX,ELE-0023,Beginning Balance,225
782,MIA,ELE-0023,Beginning Balance,486
783,PHX,ELE-0023,Beginning Balance,283
784,SEA,ELE-0023,Beginning Balance,477
785,ATL,FAS-0018,Beginning Balance,207
786,CHI,FAS-0018,Beginning Balance,330
787,DAL,FAS-0018,Beginning Balance,362
788,DEN,FAS-0018,Beginning Balance,469
789,LAX,FAS-0018,Beginning Balance,388
790,MIA,FAS-0018,Beginning Balance,286
791,PHX,FAS-0018,Beginning Balance,405
792,SEA,FAS-0018,Beginning Balance,340
793,ATL,SAF-0017,Beginning Balance,153
794,CHI,SAF-0017,Beginning Balance,486
795,DAL,SAF-0017,Beginning Balance,211
796,DEN,SAF-0017,Beginning Balance,331
797,LAX,SAF-0017,Beginning Balance,475
798,MIA,SAF-0017,Beginning Balance,294
799,PHX,SAF-0017,Beginning Balance,301
800,SEA,SAF-0017,Beginning Balance,245
