ReturnID,OrderNumber,ShipmentID,ProductCode,ReturnDate,QuantityReturned,Reason
1963,SO0013007,13007,SAF-0003,2023-03-30,6,Shipping Damage
1964,SO0013010,13010,ELE-0012,2021-02-05,10,Wrong Item
1965,SO0013013,13013,HVA-0002,2025-09-03,3,Customer Changed Mind
1966,SO0013014,13014,HVA-0021,2022-03-31,4,Defective
1967,SO0013018,13018,SAF-0006,2021-03-11,6,Damaged
1968,SO0013030,13030,ELE-0011,2024-07-04,1,Damaged
1969,SO0013038,13038,SAF-0013,2021-10-18,3,Wrong Item
1970,SO0013039,13039,SAF-0017,2022-08-06,3,Defective
1971,SO0013044,13044,PWR-0004,2024-09-16,9,Shipping Damage
1972,SO0013046,13046,HVA-0008,2021-03-12,14,Wrong Item
1973,SO0013052,13052,FAS-0014,2023-04-14,6,Damaged
1974,SO0013076,13076,FAS-0012,2024-09-30,10,Defective
1975,SO0013082,13082,FAS-0013,2023-02-14,1,Shipping Damage
1976,SO0013083,13083,ELE-0013,2023-09-28,2,Wrong Item
1977,SO0013089,13089,HVA-0008,2022-06-28,1,Customer Changed Mind
1978,SO0013092,13092,SAF-0012,2021-10-23,9,Customer Changed Mind
1979,SO0013092,13092,ELE-0006,2021-11-05,5,Shipping Damage
1980,SO0013094,13094,HVA-0009,2025-02-24,2,Defective
1981,SO0013098,13098,HVA-0011,2022-03-26,7,Defective
1982,SO0013106,13106,HVA-0021,2023-10-06,1,Defective
1983,SO0013109,13109,SAF-0006,2024-07-19,1,Customer Changed Mind
1984,SO0013135,13135,SAF-0012,2023-07-04,10,Wrong Item
1985,SO0013146,13146,ELE-0012,2024-07-20,1,Wrong Item
1986,SO0013147,13147,HVA-0009,2024-03-24,20,Defective
1987,SO0013163,13163,HVA-0021,2021-12-28,2,Defective
1988,SO0013184,13184,FAS-0006,2024-08-18,15,Wrong Item
1989,SO0013186,13186,HVA-0019,2024-12-15,6,Shipping Damage
1990,SO0013189,13189,HVA-0026,2024-08-31,3,Customer Changed Mind
1991,SO0013196,13196,ELE-0006,2023-08-14,2,Wrong Item
1992,SO0013203,13203,PWR-0014,2023-01-25,1,Defective
1993,SO0013204,13204,SAF-0014,2025-12-01,12,Shipping Damage
1994,SO0013205,13205,ELE-0005,2022-07-10,1,Shipping Damage
1995,SO0013217,13217,HVA-0001,2022-07-26,16,Damaged
1996,SO0013219,13219,ELE-0015,2021-09-01,1,Shipping Damage
1997,SO0013221,13221,ELE-0022,2021-05-30,1,Shipping Damage
1998,SO0013223,13223,SAF-0009,2022-02-03,1,Customer Changed Mind
1999,SO0013225,13225,PWR-0002,2022-06-19,5,Wrong Item
2000,SO0013245,13245,FAS-0001,2022-04-02,11,Shipping Damage
2001,SO0013247,13247,HVA-0015,2021-05-15,6,Defective
2002,SO0013249,13249,ELE-0020,2022-11-29,18,Damaged
2003,SO0013254,13254,ELE-0022,2025-08-26,1,Customer Changed Mind
2004,SO0013261,13261,ELE-0012,2022-05-31,13,Defective
2005,SO0013264,13264,PWR-0010,2025-04-30,2,Customer Changed Mind
2006,SO0013269,13269,SAF-0006,2023-06-27,11,Defective
2007,SO0013278,13278,HVA-0013,2021-07-15,13,Damaged
2008,SO0013287,13287,PWR-0003,2022-02-01,2,Wrong Item
2009,SO0013297,13297,SAF-0004,2024-02-04,1,Wrong Item
2010,SO0013312,13312,PWR-0005,2022-07-10,5,Wrong Item
2011,SO0013317,13317,HVA-0022,2022-10-03,14,Damaged
2012,SO0013319,13319,HVA-0007,2025-09-01,6,Customer Changed Mind
2013,SO0013338,13338,ELE-0011,2026-01-18,8,Defective
2014,SO0013359,13359,HVA-0025,2021-06-08,8,Wrong Item
2015,SO0013361,13361,SAF-0013,2024-04-13,1,Shipping Damage
2016,SO0013364,13364,PWR-0012,2023-07-13,1,Shipping Damage
2017,SO0013369,13369,PWR-0009,2022-02-28,14,Customer Changed Mind
2018,SO0013375,13375,PWR-0007,2022-07-13,11,Shipping Damage
2019,SO0013381,13381,HVA-0013,2021-07-17,1,Defective
2020,SO0013381,13381,HVA-0005,2021-08-01,18,Defective
2021,SO0013387,13387,HVA-0028,2024-07-12,1,Customer Changed Mind
2022,SO0013388,13388,ELE-0019,2023-06-27,3,Wrong Item
2023,SO0013389,13389,HVA-0002,2021-02-15,4,Defective
2024,SO0013391,13391,ELE-0007,2024-02-27,7,Defective
2025,SO0013405,13405,FAS-0003,2023-10-26,10,Defective
2026,SO0013408,13408,ELE-0007,2024-02-14,4,Customer Changed Mind
2027,SO0013411,13411,HVA-0009,2023-03-31,2,Damaged
2028,SO0013419,13419,ELE-0015,2025-05-09,14,Customer Changed Mind
2029,SO0013423,13423,SAF-0004,2022-06-01,6,Damaged
2030,SO0013455,13455,PWR-0007,2022-02-28,11,Damaged
2031,SO0013476,13476,HVA-0008,2021-07-03,2,Wrong Item
2032,SO0013480,13480,SAF-0004,2025-01-27,5,Damaged
2033,SO0013482,13482,PWR-0014,2021-08-30,3,Shipping Damage
2034,SO0013483,13483,ELE-0005,2026-01-11,8,Damaged
2035,SO0013507,13507,HVA-0015,2023-12-22,3,Customer Changed Mind
2036,SO0013512,13512,HVA-0001,2024-05-04,12,Wrong Item
2037,SO0013520,13520,HVA-0001,2025-08-31,13,Shipping Damage
2038,SO0013529,13529,HVA-0009,2024-12-24,4,Wrong Item
2039,SO0013529,13529,ELE-0015,2025-01-07,8,Damaged
2040,SO0013542,13542,HVA-0028,2026-01-02,11,Defective
2041,SO0013558,13558,HVA-0025,2021-06-23,1,Defective
2042,SO0013560,13560,HVA-0011,2023-06-15,12,Defective
2043,SO0013561,13561,PWR-0013,2023-12-20,5,Shipping Damage
2044,SO0013594,13594,FAS-0008,2021-08-09,11,Damaged
2045,SO0013595,13595,HVA-0003,2024-07-22,1,Defective
2046,SO0013611,13611,FAS-0012,2024-06-16,7,Defective
2047,SO0013612,13612,ELE-0016,2021-02-26,10,Damaged
2048,SO0013614,13614,ELE-0013,2025-05-29,3,Defective
2049,SO0013620,13620,HVA-0020,2024-04-26,11,Defective
2050,SO0013623,13623,FAS-0006,2023-11-24,4,Wrong Item
2051,SO0013626,13626,HVA-0007,2022-03-04,6,Damaged
2052,SO0013632,13632,ELE-0010,2022-08-07,10,Damaged
2053,SO0013657,13657,PWR-0002,2024-11-19,5,Wrong Item
2054,SO0013658,13658,HVA-0024,2022-02-18,7,Damaged
2055,SO0013664,13664,ELE-0008,2021-02-07,3,Shipping Damage
2056,SO0013668,13668,HVA-0006,2025-04-02,10,Defective
2057,SO0013674,13674,SAF-0013,2025-06-14,2,Defective
2058,SO0013678,13678,HVA-0020,2022-10-10,6,Shipping Damage
2059,SO0013703,13703,HVA-0008,2024-05-05,2,Wrong Item
2060,SO0013704,13704,HVA-0007,2024-12-09,2,Damaged
2061,SO0013711,13711,FAS-0016,2023-11-03,3,Shipping Damage
2062,SO0013714,13714,SAF-0017,2021-11-11,3,Customer Changed Mind
2063,SO0013716,13716,FAS-0007,2022-11-27,14,Wrong Item
2064,SO0013721,13721,SAF-0017,2021-02-20,7,Wrong Item
2065,SO0013728,13728,PWR-0007,2022-08-22,8,Shipping Damage
2066,SO0013729,13729,PWR-0005,2021-05-16,5,Customer Changed Mind
2067,SO0013729,13729,PWR-0003,2021-04-27,6,Shipping Damage
2068,SO0013747,13747,SAF-0013,2023-07-31,1,Shipping Damage
2069,SO0013771,13771,ELE-0014,2024-10-16,11,Shipping Damage
2070,SO0013782,13782,ELE-0004,2021-12-06,4,Shipping Damage
2071,SO0013794,13794,FAS-0005,2023-12-07,9,Customer Changed Mind
2072,SO0013807,13807,SAF-0013,2026-01-10,7,Customer Changed Mind
2073,SO0013823,13823,FAS-0017,2022-05-08,1,Wrong Item
2074,SO0013837,13837,ELE-0010,2024-11-11,1,Defective
2075,SO0013841,13841,SAF-0008,2022-07-25,2,Wrong Item
2076,SO0013841,13841,HVA-0018,2022-07-20,1,Customer Changed Mind
2077,SO0013864,13864,PWR-0004,2024-08-13,3,Defective
2078,SO0013865,13865,HVA-0007,2022-12-29,1,Shipping Damage
2079,SO0013869,13869,ELE-0017,2024-08-31,2,Customer Changed Mind
2080,SO0013872,13872,HVA-0003,2024-09-06,11,Defective
2081,SO0013873,13873,HVA-0028,2024-11-02,2,Customer Changed Mind
2082,SO0013887,13887,HVA-0015,2023-03-25,1,Shipping Damage
2083,SO0013890,13890,ELE-0020,2022-06-22,2,Shipping Damage
2084,SO0013916,13916,SAF-0011,2025-08-09,2,Shipping Damage
2085,SO0013938,13938,HVA-0008,2023-07-06,6,Customer Changed Mind
2086,SO0013949,13949,PWR-0004,2021-04-02,4,Defective
2087,SO0013950,13950,ELE-0023,2024-01-18,4,Damaged
2088,SO0013953,13953,SAF-0015,2024-03-16,2,Shipping Damage
2089,SO0013958,13958,FAS-0018,2023-06-09,6,Customer Changed Mind
2090,SO0013960,13960,HVA-0012,2022-03-05,4,Defective
2091,SO0013966,13966,FAS-0011,2022-05-18,12,Defective
2092,SO0013966,13966,ELE-0005,2022-05-13,3,Damaged
2093,SO0013973,13973,ELE-0007,2021-06-30,2,Defective
2094,SO0013973,13973,ELE-0010,2021-07-07,1,Damaged
2095,SO0013973,13973,ELE-0016,2021-06-28,7,Shipping Damage
2096,SO0013975,13975,ELE-0017,2023-04-10,1,Customer Changed Mind
2097,SO0013992,13992,SAF-0009,2023-05-30,3,Shipping Damage
2098,SO0014012,14012,FAS-0003,2021-12-10,1,Damaged
2099,SO0014020,14020,HVA-0014,2021-09-16,2,Shipping Damage
2100,SO0014036,14036,FAS-0003,2024-06-09,17,Wrong Item
2101,SO0014041,14041,ELE-0015,2021-02-25,15,Wrong Item
2102,SO0014068,14068,SAF-0002,2023-10-22,3,Wrong Item
2103,SO0014073,14073,PWR-0004,2021-11-30,10,Customer Changed Mind
2104,SO0014083,14083,SAF-0015,2022-03-29,14,Damaged
2105,SO0014087,14087,HVA-0016,2021-08-18,2,Customer Changed Mind
2106,SO0014093,14093,HVA-0004,2024-09-01,16,Damaged
2107,SO0014098,14098,SAF-0001,2024-10-09,1,Wrong Item
2108,SO0014100,14100,ELE-0007,2021-09-07,7,Damaged
2109,SO0014102,14102,ELE-0023,2024-01-23,3,Shipping Damage
2110,SO0014114,14114,PWR-0009,2025-07-01,4,Damaged
2111,SO0014119,14119,SAF-0017,2021-01-23,7,Defective
2112,SO0014139,14139,SAF-0011,2025-07-08,1,Damaged
2113,SO0014149,14149,PWR-0001,2021-11-09,10,Wrong Item
2114,SO0014152,14152,PWR-0012,2024-02-10,17,Wrong Item
2115,SO0014164,14164,FAS-0013,2022-08-24,9,Shipping Damage
2116,SO0014164,14164,HVA-0012,2022-08-16,2,Damaged
2117,SO0014188,14188,SAF-0008,2022-01-09,5,Customer Changed Mind
2118,SO0014191,14191,ELE-0016,2021-07-17,5,Defective
2119,SO0014204,14204,PWR-0010,2021-11-19,8,Defective
2120,SO0014208,14208,SAF-0012,2023-03-24,2,Shipping Damage
2121,SO0014217,14217,FAS-0004,2024-10-30,1,Defective
2122,SO0014223,14223,HVA-0003,2022-07-29,1,Wrong Item
2123,SO0014224,14224,SAF-0014,2024-12-19,5,Wrong Item
2124,SO0014230,14230,FAS-0016,2021-12-14,1,Customer Changed Mind
2125,SO0014234,14234,FAS-0006,2021-05-25,3,Defective
2126,SO0014234,14234,FAS-0009,2021-06-03,2,Damaged
2127,SO0014235,14235,ELE-0018,2021-05-21,4,Damaged
2128,SO0014236,14236,SAF-0015,2024-01-25,12,Wrong Item
2129,SO0014248,14248,SAF-0003,2023-03-28,4,Shipping Damage
2130,SO0014259,14259,ELE-0002,2024-02-25,1,Customer Changed Mind
2131,SO0014261,14261,HVA-0016,2022-05-29,2,Damaged
2132,SO0014263,14263,ELE-0015,2023-09-18,10,Defective
2133,SO0014265,14265,SAF-0013,2022-06-17,5,Damaged
2134,SO0014272,14272,PWR-0013,2024-05-11,9,Customer Changed Mind
2135,SO0014277,14277,FAS-0010,2025-02-04,5,Customer Changed Mind
2136,SO0014279,14279,PWR-0003,2022-11-22,4,Customer Changed Mind
2137,SO0014291,14291,PWR-0014,2022-01-31,15,Shipping Damage
2138,SO0014292,14292,ELE-0009,2025-06-12,9,Wrong Item
2139,SO0014300,14300,FAS-0001,2022-02-28,1,Damaged
2140,SO0014304,14304,FAS-0015,2025-11-08,9,Shipping Damage
2141,SO0014317,14317,HVA-0005,2021-06-23,14,Wrong Item
2142,SO0014320,14320,FAS-0006,2023-10-09,2,Wrong Item
2143,SO0014321,14321,PWR-0011,2021-06-02,7,Customer Changed Mind
2144,SO0014323,14323,PWR-0010,2024-05-08,8,Damaged
2145,SO0014323,14323,SAF-0013,2024-04-24,1,Damaged
2146,SO0014329,14329,SAF-0003,2025-04-02,2,Damaged
2147,SO0014337,14337,PWR-0010,2021-10-12,3,Customer Changed Mind
2148,SO0014346,14346,HVA-0007,2021-03-09,7,Damaged
2149,SO0014348,14348,ELE-0009,2023-01-24,3,Damaged
2150,SO0014351,14351,HVA-0010,2025-01-05,5,Damaged
2151,SO0014357,14357,FAS-0009,2024-07-09,18,Defective
2152,SO0014362,14362,SAF-0002,2021-12-23,7,Wrong Item
2153,SO0014366,14366,HVA-0015,2022-04-14,15,Damaged
2154,SO0014366,14366,ELE-0011,2022-04-09,19,Defective
2155,SO0014378,14378,HVA-0016,2021-05-08,15,Wrong Item
2156,SO0014381,14381,ELE-0012,2024-08-03,5,Wrong Item
2157,SO0014383,14383,HVA-0023,2025-06-22,1,Wrong Item
2158,SO0014389,14389,PWR-0002,2025-09-03,3,Wrong Item
2159,SO0014390,14390,PWR-0014,2021-12-08,12,Customer Changed Mind
2160,SO0014392,14392,HVA-0001,2024-07-12,7,Wrong Item
2161,SO0014404,14404,ELE-0017,2025-12-27,1,Shipping Damage
2162,SO0014404,14404,HVA-0024,2026-01-21,4,Customer Changed Mind
2163,SO0014406,14406,HVA-0001,2023-12-24,8,Customer Changed Mind
2164,SO0014406,14406,SAF-0017,2023-12-13,2,Damaged
2165,SO0014425,14425,ELE-0018,2022-05-03,4,Defective
2166,SO0014434,14434,HVA-0010,2022-01-14,6,Damaged
2167,SO0014451,14451,SAF-0016,2022-08-11,5,Customer Changed Mind
2168,SO0014455,14455,PWR-0012,2023-01-13,12,Defective
2169,SO0014459,14459,SAF-0012,2022-01-10,3,Shipping Damage
2170,SO0014461,14461,HVA-0025,2021-06-25,19,Shipping Damage
2171,SO0014471,14471,SAF-0009,2024-12-18,12,Customer Changed Mind
2172,SO0014478,14478,FAS-0005,2024-02-11,2,Damaged
2173,SO0014487,14487,ELE-0017,2021-05-07,2,Customer Changed Mind
2174,SO0014492,14492,SAF-0014,2023-09-16,5,Defective
2175,SO0014501,14501,HVA-0026,2021-10-30,1,Customer Changed Mind
2176,SO0014501,14501,SAF-0006,2021-11-05,7,Shipping Damage
2177,SO0014506,14506,ELE-0022,2021-03-17,8,Damaged
2178,SO0014514,14514,ELE-0004,2024-03-25,15,Defective
2179,SO0014515,14515,ELE-0003,2021-10-06,18,Defective
2180,SO0014524,14524,FAS-0014,2025-12-09,7,Defective
2181,SO0014536,14536,PWR-0008,2021-12-18,6,Wrong Item
2182,SO0014549,14549,SAF-0012,2025-03-14,1,Shipping Damage
2183,SO0014553,14553,FAS-0017,2021-04-30,12,Defective
2184,SO0014562,14562,HVA-0001,2023-12-31,14,Defective
2185,SO0014566,14566,SAF-0003,2023-03-25,4,Shipping Damage
2186,SO0014566,14566,ELE-0013,2023-03-23,1,Shipping Damage
2187,SO0014567,14567,HVA-0013,2024-01-26,2,Customer Changed Mind
2188,SO0014573,14573,ELE-0013,2021-10-10,3,Shipping Damage
2189,SO0014582,14582,ELE-0005,2022-11-13,2,Defective
2190,SO0014586,14586,HVA-0010,2023-07-09,2,Customer Changed Mind
2191,SO0014591,14591,HVA-0026,2025-07-22,5,Damaged
2192,SO0014602,14602,FAS-0017,2023-12-14,2,Shipping Damage
2193,SO0014603,14603,SAF-0007,2021-11-07,2,Wrong Item
2194,SO0014605,14605,ELE-0004,2024-07-01,3,Damaged
2195,SO0014606,14606,ELE-0022,2022-06-04,3,Damaged
2196,SO0014609,14609,HVA-0006,2021-08-10,18,Damaged
2197,SO0014611,14611,PWR-0008,2023-10-17,1,Wrong Item
2198,SO0014613,14613,SAF-0010,2022-07-15,7,Damaged
2199,SO0014627,14627,HVA-0013,2023-02-03,12,Customer Changed Mind
2200,SO0014636,14636,FAS-0003,2021-11-27,6,Customer Changed Mind
2201,SO0014637,14637,HVA-0023,2022-12-31,16,Shipping Damage
2202,SO0014638,14638,HVA-0006,2021-01-30,8,Wrong Item
2203,SO0014660,14660,HVA-0016,2023-11-07,3,Customer Changed Mind
2204,SO0014673,14673,ELE-0008,2021-08-26,12,Shipping Damage
2205,SO0014680,14680,ELE-0006,2024-07-21,1,Damaged
2206,SO0014684,14684,PWR-0014,2022-04-24,1,Wrong Item
2207,SO0014686,14686,HVA-0028,2021-04-04,1,Shipping Damage
2208,SO0014687,14687,ELE-0015,2021-05-10,1,Customer Changed Mind
2209,SO0014691,14691,ELE-0006,2024-01-01,11,Damaged
2210,SO0014692,14692,ELE-0018,2024-03-02,1,Defective
2211,SO0014696,14696,PWR-0014,2022-09-27,4,Customer Changed Mind
2212,SO0014718,14718,FAS-0003,2023-03-12,11,Defective
2213,SO0014722,14722,HVA-0019,2024-12-26,5,Defective
2214,SO0014741,14741,ELE-0016,2021-07-31,3,Defective
2215,SO0014743,14743,HVA-0015,2024-06-15,3,Wrong Item
2216,SO0014752,14752,SAF-0015,2023-01-12,12,Wrong Item
2217,SO0014757,14757,HVA-0016,2025-01-24,11,Shipping Damage
2218,SO0014758,14758,SAF-0015,2024-03-29,1,Damaged
2219,SO0014759,14759,ELE-0008,2025-02-26,2,Defective
2220,SO0014760,14760,ELE-0023,2024-06-08,14,Damaged
2221,SO0014781,14781,SAF-0008,2024-10-14,2,Damaged
2222,SO0014781,14781,HVA-0004,2024-10-20,4,Wrong Item
2223,SO0014787,14787,HVA-0020,2025-09-15,6,Wrong Item
2224,SO0014789,14789,FAS-0018,2023-02-01,9,Wrong Item
2225,SO0014798,14798,PWR-0009,2022-02-24,2,Damaged
2226,SO0014800,14800,HVA-0007,2023-12-01,2,Wrong Item
2227,SO0014801,14801,ELE-0005,2023-09-16,4,Customer Changed Mind
2228,SO0014814,14814,SAF-0011,2022-06-06,16,Defective
2229,SO0014821,14821,HVA-0016,2024-07-22,3,Damaged
2230,SO0014832,14832,HVA-0011,2022-06-07,3,Wrong Item
2231,SO0014855,14855,PWR-0001,2024-07-11,15,Damaged
2232,SO0014866,14866,PWR-0013,2021-06-18,5,Shipping Damage
2233,SO0014872,14872,SAF-0008,2023-08-05,9,Defective
2234,SO0014873,14873,ELE-0001,2022-08-26,12,Defective
2235,SO0014875,14875,PWR-0008,2025-05-26,15,Defective
2236,SO0014881,14881,HVA-0012,2025-12-08,6,Shipping Damage
2237,SO0014902,14902,FAS-0017,2021-06-12,9,Customer Changed Mind
2238,SO0014910,14910,HVA-0011,2021-03-21,1,Shipping Damage
2239,SO0014915,14915,HVA-0011,2024-11-18,12,Wrong Item
2240,SO0014919,14919,ELE-0003,2022-02-26,4,Shipping Damage
2241,SO0014929,14929,SAF-0016,2025-11-03,6,Customer Changed Mind
2242,SO0014942,14942,HVA-0019,2024-09-19,6,Damaged
2243,SO0014946,14946,ELE-0004,2021-07-01,14,Defective
2244,SO0014956,14956,FAS-0010,2025-03-23,1,Wrong Item
2245,SO0014961,14961,HVA-0026,2024-12-16,2,Customer Changed Mind
2246,SO0014985,14985,FAS-0013,2024-11-06,7,Defective
2247,SO0014987,14987,SAF-0010,2025-01-16,17,Customer Changed Mind
2248,SO0014993,14993,FAS-0011,2022-02-20,1,Shipping Damage
2249,SO0014998,14998,PWR-0003,2022-03-05,8,Damaged
2250,SO0015001,15001,HVA-0003,2022-06-19,3,Customer Changed Mind
2251,SO0015002,15002,ELE-0022,2023-10-20,3,Damaged
2252,SO0015004,15004,PWR-0004,2023-10-29,6,Wrong Item
2253,SO0015010,15010,HVA-0018,2023-04-26,4,Customer Changed Mind
2254,SO0015029,15029,HVA-0027,2024-02-10,13,Wrong Item
2255,SO0015034,15034,HVA-0009,2023-07-10,8,Wrong Item
2256,SO0015041,15041,HVA-0010,2021-02-19,11,Defective
2257,SO0015044,15044,ELE-0001,2024-04-03,5,Customer Changed Mind
2258,SO0015047,15047,FAS-0010,2023-02-07,8,Wrong Item
2259,SO0015061,15061,HVA-0011,2025-09-20,8,Damaged
2260,SO0015085,15085,SAF-0003,2022-07-06,2,Defective
2261,SO0015100,15100,HVA-0021,2023-11-10,2,Damaged
2262,SO0015102,15102,ELE-0005,2025-07-03,11,Damaged
2263,SO0015106,15106,HVA-0010,2022-06-08,10,Shipping Damage
2264,SO0015106,15106,HVA-0018,2022-06-03,6,Wrong Item
2265,SO0015119,15119,SAF-0016,2023-04-09,4,Damaged
2266,SO0015127,15127,FAS-0013,2023-08-12,1,Damaged
2267,SO0015133,15133,FAS-0007,2023-03-30,2,Shipping Damage
2268,SO0015134,15134,FAS-0015,2025-10-05,1,Defective
2269,SO0015143,15143,FAS-0002,2023-10-27,9,Defective
2270,SO0015144,15144,FAS-0007,2025-01-28,7,Customer Changed Mind
2271,SO0015164,15164,PWR-0003,2023-01-20,7,Shipping Damage
2272,SO0015171,15171,HVA-0020,2024-05-01,12,Customer Changed Mind
2273,SO0015174,15174,ELE-0020,2024-10-31,7,Defective
2274,SO0015176,15176,SAF-0014,2023-10-04,17,Damaged
2275,SO0015184,15184,HVA-0010,2025-11-16,8,Shipping Damage
2276,SO0015210,15210,SAF-0004,2021-06-06,4,Defective
2277,SO0015212,15212,PWR-0012,2022-01-19,6,Customer Changed Mind
2278,SO0015214,15214,ELE-0013,2023-10-27,10,Damaged
2279,SO0015216,15216,ELE-0009,2021-06-03,4,Customer Changed Mind
2280,SO0015223,15223,ELE-0014,2024-02-09,11,Defective
2281,SO0015230,15230,HVA-0024,2024-07-23,7,Shipping Damage
2282,SO0015241,15241,HVA-0015,2021-05-20,18,Shipping Damage
2283,SO0015254,15254,PWR-0008,2023-12-04,11,Wrong Item
2284,SO0015284,15284,PWR-0012,2021-09-08,1,Damaged
2285,SO0015284,15284,SAF-0004,2021-09-13,12,Wrong Item
2286,SO0015292,15292,HVA-0002,2024-09-12,6,Shipping Damage
2287,SO0015293,15293,PWR-0012,2021-08-22,12,Defective
2288,SO0015298,15298,HVA-0023,2021-02-02,2,Defective
2289,SO0015310,15310,HVA-0022,2023-11-03,4,Damaged
2290,SO0015314,15314,SAF-0017,2024-03-01,6,Wrong Item
2291,SO0015339,15339,PWR-0003,2022-12-22,16,Customer Changed Mind
2292,SO0015340,15340,FAS-0003,2024-11-22,2,Shipping Damage
2293,SO0015344,15344,HVA-0005,2023-04-15,1,Shipping Damage
2294,SO0015347,15347,PWR-0012,2025-02-26,12,Wrong Item
2295,SO0015347,15347,SAF-0003,2025-02-14,4,Defective
2296,SO0015358,15358,PWR-0002,2023-12-10,9,Damaged
2297,SO0015360,15360,ELE-0014,2024-05-09,14,Customer Changed Mind
2298,SO0015380,15380,HVA-0014,2021-07-28,4,Shipping Damage
2299,SO0015387,15387,PWR-0004,2021-06-23,1,Wrong Item
2300,SO0015391,15391,HVA-0020,2024-09-21,2,Customer Changed Mind
2301,SO0015401,15401,FAS-0002,2023-07-25,5,Customer Changed Mind
2302,SO0015405,15405,HVA-0014,2021-09-01,15,Shipping Damage
2303,SO0015421,15421,ELE-0019,2025-04-07,4,Damaged
2304,SO0015422,15422,HVA-0022,2022-06-23,10,Customer Changed Mind
2305,SO0015428,15428,PWR-0005,2021-12-19,5,Shipping Damage
2306,SO0015435,15435,SAF-0016,2021-07-08,4,Customer Changed Mind
2307,SO0015442,15442,SAF-0012,2023-08-30,6,Shipping Damage
2308,SO0015445,15445,HVA-0023,2025-11-30,1,Customer Changed Mind
2309,SO0015452,15452,SAF-0016,2022-11-18,19,Customer Changed Mind
2310,SO0015466,15466,FAS-0016,2023-05-26,1,Customer Changed Mind
2311,SO0015471,15471,SAF-0001,2024-09-13,6,Defective
2312,SO0015479,15479,ELE-0014,2024-06-20,4,Damaged
2313,SO0015480,15480,ELE-0018,2023-10-28,4,Defective
2314,SO0015484,15484,HVA-0024,2024-11-13,9,Defective
2315,SO0015493,15493,ELE-0004,2021-08-13,9,Wrong Item
2316,SO0015497,15497,FAS-0016,2025-09-28,9,Customer Changed Mind
2317,SO0015518,15518,FAS-0018,2021-12-30,15,Customer Changed Mind
2318,SO0015520,15520,FAS-0012,2021-03-27,17,Damaged
2319,SO0015520,15520,PWR-0004,2021-03-16,12,Wrong Item
2320,SO0015530,15530,ELE-0017,2025-07-12,6,Customer Changed Mind
2321,SO0015541,15541,SAF-0001,2021-08-26,3,Shipping Damage
2322,SO0015541,15541,HVA-0006,2021-08-11,4,Customer Changed Mind
2323,SO0015546,15546,SAF-0010,2023-10-26,5,Wrong Item
2324,SO0015567,15567,ELE-0010,2024-11-05,1,Customer Changed Mind
2325,SO0015582,15582,PWR-0012,2025-03-31,10,Damaged
2326,SO0015589,15589,SAF-0007,2022-01-18,1,Defective
2327,SO0015596,15596,ELE-0007,2021-09-17,1,Defective
2328,SO0015599,15599,ELE-0021,2023-05-15,3,Defective
2329,SO0015600,15600,ELE-0018,2021-11-29,1,Customer Changed Mind
2330,SO0015637,15637,ELE-0013,2024-05-17,14,Wrong Item
2331,SO0015640,15640,ELE-0015,2024-09-17,2,Wrong Item
2332,SO0015650,15650,SAF-0013,2023-06-05,13,Wrong Item
2333,SO0015666,15666,ELE-0004,2022-04-25,5,Customer Changed Mind
2334,SO0015670,15670,HVA-0017,2021-08-04,1,Customer Changed Mind
2335,SO0015672,15672,ELE-0012,2024-09-14,6,Shipping Damage
2336,SO0015675,15675,SAF-0005,2021-09-09,7,Customer Changed Mind
2337,SO0015689,15689,PWR-0003,2022-10-14,2,Shipping Damage
2338,SO0015696,15696,SAF-0006,2024-10-23,5,Damaged
2339,SO0015698,15698,FAS-0002,2025-02-27,12,Shipping Damage
2340,SO0015698,15698,FAS-0005,2025-03-13,2,Customer Changed Mind
2341,SO0015704,15704,ELE-0017,2021-05-31,9,Defective
2342,SO0015706,15706,SAF-0013,2021-08-05,4,Customer Changed Mind
2343,SO0015731,15731,ELE-0014,2022-03-19,10,Defective
2344,SO0015734,15734,PWR-0004,2024-06-29,6,Customer Changed Mind
2345,SO0015739,15739,HVA-0010,2024-10-19,7,Shipping Damage
2346,SO0015744,15744,FAS-0005,2022-02-13,17,Damaged
2347,SO0015774,15774,HVA-0028,2023-11-16,2,Wrong Item
2348,SO0015778,15778,ELE-0019,2022-02-26,16,Defective
2349,SO0015781,15781,ELE-0006,2021-04-25,1,Customer Changed Mind
2350,SO0015781,15781,ELE-0005,2021-05-06,7,Shipping Damage
2351,SO0015785,15785,PWR-0014,2024-09-13,4,Wrong Item
2352,SO0015794,15794,SAF-0007,2025-11-27,11,Defective
2353,SO0015795,15795,ELE-0013,2025-09-08,7,Damaged
2354,SO0015798,15798,HVA-0017,2023-08-29,3,Customer Changed Mind
2355,SO0015805,15805,PWR-0003,2021-12-04,1,Customer Changed Mind
2356,SO0015806,15806,FAS-0017,2023-02-16,8,Defective
2357,SO0015812,15812,FAS-0009,2025-09-16,11,Wrong Item
2358,SO0015814,15814,PWR-0004,2022-08-16,5,Wrong Item
2359,SO0015823,15823,HVA-0004,2023-01-30,1,Customer Changed Mind
2360,SO0015825,15825,FAS-0004,2025-11-12,9,Damaged
2361,SO0015835,15835,SAF-0005,2024-01-09,2,Damaged
2362,SO0015837,15837,ELE-0013,2023-12-09,12,Wrong Item
